CHANNEL2,AGE,GENDER,PROVINCE,RACE,total_viewers,avg_duration_minutes,total_views_PerChannel,avg_duration,Viewers_Per_Race
Trace TV,26,male,Mpumalanga,black,2,1.757548817E9,3,1.757548817E9,3
Trace TV,32,male,Free State,black,2,1.7575493715E9,2,1.7575493715E9,2
Boomerang,53,male,Gauteng,white,2,1.75754938E9,2,1.75754938E9,2
SuperSport Blitz,40,male,Gauteng,indian_asian,2,1.757548802E9,2,1.757548802E9,2
Boomerang,36,male,Western Cape,coloured,2,1.7575499115E9,2,1.7575499115E9,2
Supersport Live Events,18,male,Gauteng,black,2,1.75754998E9,3,1.75754998E9,3
ICC Cricket World Cup 2011,46,male,Gauteng,black,2,1.757549508E9,4,1.757549508E9,4
Cartoon Network,30,female,Eastern Cape,coloured,2,1.757549163E9,2,1.757549163E9,2
E! Entertainment,52,male,Gauteng,black,2,1.757548829E9,2,1.757548829E9,2
SuperSport Blitz,30,male,North West,black,2,1.757549113E9,2,1.757549113E9,2
Boomerang,26,male,Limpopo,indian_asian,2,1.7575488515E9,2,1.7575488515E9,2
Channel O,21,female,Gauteng,black,2,1.7575499955E9,2,1.7575499955E9,2
ICC Cricket World Cup 2011,22,male,Limpopo,indian_asian,2,1.7575490026666667E9,3,1.7575490026666667E9,3
Trace TV,31,female,Gauteng,black,2,1.757549361E9,3,1.757549361E9,3
Cartoon Network,27,male,Gauteng,coloured,2,1.7575491683333333E9,3,1.7575491683333333E9,3
Supersport Live Events,38,male,Kwazulu Natal,black,2,1.757548805E9,2,1.757548805E9,2
Trace TV,31,male,Mpumalanga,black,2,1.7575490595E9,2,1.7575490595E9,2
Channel O,23,male,Eastern Cape,black,2,1.757549504142857E9,7,1.757549504142857E9,7
Africa Magic,26,male,Gauteng,indian_asian,2,1.75754881E9,2,1.75754881E9,2
Trace TV,26,male,Kwazulu Natal,indian_asian,2,1.7575491645E9,2,1.7575491645E9,2
SawSee,32,male,Kwazulu Natal,black,2,1.7575488333333333E9,3,1.7575488333333333E9,3
Supersport Live Events,37,male,Western Cape,black,2,1.7575496126666667E9,3,1.7575496126666667E9,3
SuperSport Blitz,38,male,Gauteng,None,2,1.757548965E9,2,1.757548965E9,2
SuperSport Blitz,40,male,Gauteng,black,2,1.7575491986666667E9,3,1.7575491986666667E9,3
Channel O,20,male,Free State,black,2,1.757549025E9,2,1.757549025E9,2
Supersport Live Events,34,male,Gauteng,None,2,1.757549016E9,2,1.757549016E9,2
SuperSport Blitz,34,male,Gauteng,white,2,1.757549119E9,2,1.757549119E9,2
Boomerang,39,male,Western Cape,coloured,2,1.7575488585E9,2,1.7575488585E9,2
ICC Cricket World Cup 2011,31,male,Western Cape,coloured,2,1.7575488826666667E9,3,1.7575488826666667E9,3
Vuzu,35,male,Gauteng,black,2,1.757548899E9,2,1.757548899E9,2
Africa Magic,23,male,Limpopo,black,2,1.757548821E9,2,1.757548821E9,2
Supersport Live Events,42,male,Gauteng,None,2,1.757550668E9,3,1.757550668E9,3
SuperSport Blitz,44,male,Western Cape,white,2,1.757548884E9,2,1.757548884E9,2
Trace TV,29,male,Limpopo,indian_asian,2,1.757549418E9,2,1.757549418E9,2
SawSee,28,male,Gauteng,white,2,1.7575488645E9,2,1.7575488645E9,2
Cartoon Network,18,male,Western Cape,coloured,2,1.757548946E9,2,1.757548946E9,2
Trace TV,39,male,Gauteng,white,2,1.7575502415E9,2,1.7575502415E9,2
Supersport Live Events,51,male,Gauteng,black,2,1.757548826E9,2,1.757548826E9,2
SuperSport Blitz,22,male,Gauteng,black,2,1.757549738E9,2,1.757549738E9,2
ICC Cricket World Cup 2011,29,male,Gauteng,None,2,1.757551918E9,2,1.757551918E9,2
CNN,42,male,Gauteng,black,2,1.757549154E9,2,1.757549154E9,2
ICC Cricket World Cup 2011,9,male,Gauteng,indian_asian,2,1.7575489386666667E9,3,1.7575489386666667E9,3
Channel O,38,male,Gauteng,indian_asian,2,1.757548952E9,3,1.757548952E9,3
Africa Magic,37,male,Mpumalanga,black,2,1.757548906E9,2,1.757548906E9,2
Trace TV,19,male,Mpumalanga,black,2,1.757548906E9,3,1.757548906E9,3
SuperSport Blitz,21,male,Gauteng,black,2,1.757548986E9,2,1.757548986E9,2
SuperSport Blitz,25,male,Western Cape,coloured,2,1.757548961E9,2,1.757548961E9,2
Supersport Live Events,35,male,Western Cape,black,2,1.757549587E9,2,1.757549587E9,2
CNN,30,male,Western Cape,black,2,1.7575491473333333E9,3,1.7575491473333333E9,3
Channel O,21,male,Limpopo,black,2,1.7575490268E9,5,1.7575490268E9,5
Cartoon Network,43,male,Gauteng,coloured,2,1.757548961E9,2,1.757548961E9,2
Africa Magic,28,male,Mpumalanga,black,2,1.757548828E9,2,1.757548828E9,2
Boomerang,40,male,Kwazulu Natal,black,2,1.7575510665E9,2,1.7575510665E9,2
Supersport Live Events,36,male,Eastern Cape,black,2,1.757548844E9,2,1.757548844E9,2
ICC Cricket World Cup 2011,38,male,Limpopo,indian_asian,2,1.757549986E9,3,1.757549986E9,3
Supersport Live Events,27,male,Western Cape,black,2,1.7575490588E9,5,1.7575490588E9,5
Trace TV,26,male,Western Cape,None,2,1.757549247E9,2,1.757549247E9,2
Boomerang,47,male,Gauteng,None,2,1.75754896E9,2,1.75754896E9,2
Cartoon Network,24,male,Western Cape,black,2,1.757548818E9,2,1.757548818E9,2
Cartoon Network,26,male,Mpumalanga,black,2,1.7575506735E9,2,1.7575506735E9,2
Channel O,25,male,Gauteng,white,2,1.7575488315E9,2,1.7575488315E9,2
Africa Magic,32,male,Kwazulu Natal,black,2,1.7575488385E9,2,1.7575488385E9,2
Supersport Live Events,37,male,Eastern Cape,black,2,1.7575490686666667E9,3,1.7575490686666667E9,3
Cartoon Network,27,male,Limpopo,indian_asian,2,1.7575489215E9,2,1.7575489215E9,2
Boomerang,30,male,Mpumalanga,black,2,1.7575488073333333E9,3,1.7575488073333333E9,3
SuperSport Blitz,9,male,Western Cape,coloured,2,1.757548942E9,2,1.757548942E9,2
E! Entertainment,31,male,Western Cape,coloured,2,1.757548919E9,2,1.757548919E9,2
ICC Cricket World Cup 2011,56,male,Gauteng,white,2,1.7575500606666667E9,3,1.7575500606666667E9,3
ICC Cricket World Cup 2011,55,male,Western Cape,coloured,2,1.757549063E9,2,1.757549063E9,2
SawSee,25,male,Gauteng,white,2,1.7575488335E9,2,1.7575488335E9,2
ICC Cricket World Cup 2011,29,female,Kwazulu Natal,indian_asian,2,1.757549381E9,2,1.757549381E9,2
Supersport Live Events,49,male,Western Cape,coloured,2,1.7575488E9,2,1.7575488E9,2
ICC Cricket World Cup 2011,26,male,Eastern Cape,coloured,2,1.757549394E9,3,1.757549394E9,3
CNN,56,male,Gauteng,white,2,1.7575488805E9,4,1.7575488805E9,4
E! Entertainment,42,male,Gauteng,black,2,1.757549163E9,2,1.757549163E9,2
SawSee,36,male,Gauteng,black,2,1.757549002E9,2,1.757549002E9,2
Cartoon Network,36,female,Gauteng,black,2,1.7575497615E9,2,1.7575497615E9,2
Supersport Live Events,45,male,Western Cape,other,2,1.757548905E9,2,1.757548905E9,2
SuperSport Blitz,26,male,Gauteng,white,2,1.757549203E9,2,1.757549203E9,2
Cartoon Network,20,male,Gauteng,white,2,1.7575488955E9,2,1.7575488955E9,2
ICC Cricket World Cup 2011,29,male,Western Cape,white,2,1.757548955E9,2,1.757548955E9,2
Supersport Live Events,18,male,Free State,black,2,1.7575489473333333E9,3,1.7575489473333333E9,3
CNN,35,male,Gauteng,black,2,1.757549729E9,5,1.757549729E9,5
ICC Cricket World Cup 2011,41,male,Gauteng,black,2,1.7575489793333333E9,3,1.7575489793333333E9,3
Break in transmission,22,male,Gauteng,black,2,1.7575488115E9,2,1.7575488115E9,2
Supersport Live Events,27,male,Kwazulu Natal,indian_asian,2,1.7575490785E9,4,1.7575490785E9,4
Africa Magic,42,male,Mpumalanga,black,2,1.757549114E9,2,1.757549114E9,2
SuperSport Blitz,23,male,Kwazulu Natal,black,2,1.7575492693333333E9,3,1.7575492693333333E9,3
Trace TV,25,male,Gauteng,None,2,1.7575488705E9,2,1.7575488705E9,2
SuperSport Blitz,48,male,Gauteng,black,2,1.757549309E9,2,1.757549309E9,2
E! Entertainment,22,male,Western Cape,coloured,2,1.757548995E9,2,1.757548995E9,2
Cartoon Network,27,male,Gauteng,white,2,1.757549589E9,2,1.757549589E9,2
Cartoon Network,33,male,Western Cape,coloured,2,1.7575488465E9,2,1.7575488465E9,2
SuperSport Blitz,47,male,Gauteng,white,2,1.757548872E9,2,1.757548872E9,2
Boomerang,24,male,Gauteng,None,2,1.757549729E9,2,1.757549729E9,2
M-Net,42,male,Gauteng,white,2,1.757549043E9,2,1.757549043E9,2
Channel O,36,male,Gauteng,indian_asian,2,1.7575493715E9,2,1.7575493715E9,2
Africa Magic,22,male,Gauteng,black,2,1.757548919E9,3,1.757548919E9,3
E! Entertainment,24,male,Limpopo,black,2,1.757548956E9,2,1.757548956E9,2
Trace TV,32,male,Western Cape,None,2,1.7575555545E9,2,1.7575555545E9,2
Channel O,32,male,Western Cape,coloured,2,1.75754883E9,2,1.75754883E9,2
SuperSport Blitz,41,male,Kwazulu Natal,None,2,1.7575489193333333E9,3,1.7575489193333333E9,3
Cartoon Network,42,male,North West,black,2,1.757548924E9,3,1.757548924E9,3
SuperSport Blitz,28,male,Eastern Cape,black,2,1.757548913E9,2,1.757548913E9,2
Cartoon Network,23,male,Gauteng,white,2,1.7575488575E9,2,1.7575488575E9,2
Trace TV,22,male,Western Cape,white,2,1.757549322E9,2,1.757549322E9,2
Africa Magic,45,male,Eastern Cape,black,2,1.7575488575E9,4,1.7575488575E9,4
ICC Cricket World Cup 2011,33,male,Mpumalanga,black,2,1.7575488913333333E9,3,1.7575488913333333E9,3
DStv Events 1,40,male,Gauteng,black,2,1.757548985E9,2,1.757548985E9,2
M-Net,38,male,Gauteng,black,2,1.757548937E9,2,1.757548937E9,2
Channel O,28,male,Kwazulu Natal,black,2,1.7575490895E9,2,1.7575490895E9,2
ICC Cricket World Cup 2011,26,male,Gauteng,black,2,1.75754882E9,2,1.75754882E9,2
Cartoon Network,26,female,Gauteng,coloured,2,1.757549016E9,2,1.757549016E9,2
Channel O,29,male,Limpopo,black,2,1.757548923E9,2,1.757548923E9,2
Channel O,32,male,Free State,black,2,1.757548885E9,3,1.757548885E9,3
Boomerang,38,male,Limpopo,indian_asian,2,1.7575489233333333E9,3,1.7575489233333333E9,3
Cartoon Network,23,male,Kwazulu Natal,indian_asian,2,1.7575488565E9,2,1.7575488565E9,2
Boomerang,32,male,Gauteng,white,2,1.7575488176666667E9,3,1.7575488176666667E9,3
Africa Magic,40,female,Gauteng,black,2,1.7575494396666667E9,3,1.7575494396666667E9,3
ICC Cricket World Cup 2011,24,male,Eastern Cape,indian_asian,2,1.7575495513333333E9,3,1.7575495513333333E9,3
Cartoon Network,28,male,Gauteng,coloured,2,1.757549511E9,2,1.757549511E9,2
E! Entertainment,34,female,Gauteng,None,2,1.757552032E9,2,1.757552032E9,2
SuperSport Blitz,60,male,Western Cape,coloured,2,1.757548846E9,2,1.757548846E9,2
Africa Magic,33,female,Mpumalanga,black,2,1.7575488785E9,2,1.7575488785E9,2
ICC Cricket World Cup 2011,32,male,Western Cape,None,2,1.75755268E9,2,1.75755268E9,2
Cartoon Network,29,male,Gauteng,indian_asian,2,1.7575488675E9,2,1.7575488675E9,2
Channel O,54,male,Western Cape,coloured,2,1.757548968E9,2,1.757548968E9,2
CNN,41,male,Gauteng,coloured,2,1.7575490143333333E9,3,1.7575490143333333E9,3
Supersport Live Events,45,male,Gauteng,indian_asian,2,1.7575496E9,4,1.7575496E9,4
Trace TV,27,male,Gauteng,indian_asian,2,1.757548904E9,3,1.757548904E9,3
Boomerang,33,male,Western Cape,coloured,2,1.7575490455E9,2,1.7575490455E9,2
Africa Magic,50,male,Mpumalanga,black,2,1.757549657E9,2,1.757549657E9,2
CNN,49,male,Gauteng,black,2,1.7575491095E9,2,1.7575491095E9,2
SuperSport Blitz,30,male,Western Cape,coloured,2,1.7575488E9,2,1.7575488E9,2
Supersport Live Events,27,male,Eastern Cape,coloured,2,1.757548802E9,4,1.757548802E9,4
Africa Magic,41,male,Mpumalanga,black,2,1.757548848E9,4,1.757548848E9,4
Cartoon Network,28,male,Kwazulu Natal,black,2,1.7575488185E9,2,1.7575488185E9,2
Trace TV,30,male,Kwazulu Natal,black,2,1.7575546455E9,2,1.7575546455E9,2
Channel O,18,male,Limpopo,black,2,1.75754931E9,3,1.75754931E9,3
Trace TV,35,male,Kwazulu Natal,black,2,1.7575488915E9,2,1.7575488915E9,2
SuperSport Blitz,25,male,Limpopo,black,2,1.75754964E9,2,1.75754964E9,2
Supersport Live Events,40,male,Eastern Cape,coloured,2,1.757548817E9,2,1.757548817E9,2
Channel O,35,female,Gauteng,black,2,1.757549286E9,2,1.757549286E9,2
Africa Magic,24,female,Gauteng,black,2,1.757548802E9,2,1.757548802E9,2
ICC Cricket World Cup 2011,26,male,Mpumalanga,black,2,1.7575489145E9,4,1.7575489145E9,4
Africa Magic,43,male,Western Cape,coloured,2,1.7575488665E9,2,1.7575488665E9,2
Trace TV,37,male,Mpumalanga,black,2,1.757549001E9,2,1.757549001E9,2
SuperSport Blitz,28,male,Kwazulu Natal,indian_asian,2,1.757549434E9,2,1.757549434E9,2
SuperSport Blitz,30,male,Mpumalanga,black,2,1.7575491216666667E9,3,1.7575491216666667E9,3
Africa Magic,27,female,Gauteng,black,2,1.757548821E9,2,1.757548821E9,2
DStv Events 1,30,male,Gauteng,None,2,1.757548835E9,2,1.757548835E9,2
Boomerang,28,male,Eastern Cape,black,2,1.75754914E9,2,1.75754914E9,2
Boomerang,38,male,Gauteng,indian_asian,2,1.75754894E9,3,1.75754894E9,3
M-Net,32,male,Kwazulu Natal,black,2,1.75754882E9,2,1.75754882E9,2
Africa Magic,30,male,North West,black,2,1.7575488495E9,2,1.7575488495E9,2
Africa Magic,35,female,Kwazulu Natal,black,2,1.757548855142857E9,7,1.757548855142857E9,7
ICC Cricket World Cup 2011,47,male,Kwazulu Natal,indian_asian,2,1.75754886E9,2,1.75754886E9,2
E! Entertainment,32,male,Gauteng,white,2,1.757549227E9,4,1.757549227E9,4
SuperSport Blitz,25,male,Kwazulu Natal,indian_asian,2,1.7575489246666667E9,3,1.7575489246666667E9,3
Trace TV,26,male,Gauteng,white,2,1.757548855E9,3,1.757548855E9,3
Trace TV,30,male,Gauteng,indian_asian,2,1.7575492095E9,2,1.7575492095E9,2
Trace TV,30,male,Mpumalanga,black,2,1.7575491792E9,5,1.7575491792E9,5
Cartoon Network,40,male,Gauteng,black,2,1.757548805E9,2,1.757548805E9,2
Cartoon Network,24,male,Western Cape,white,2,1.757548877E9,2,1.757548877E9,2
Boomerang,26,male,Mpumalanga,black,2,1.7575496446E9,5,1.7575496446E9,5
Channel O,40,male,Gauteng,black,2,1.757549565E9,4,1.757549565E9,4
Boomerang,30,male,Limpopo,black,2,1.757549364E9,2,1.757549364E9,2
Trace TV,32,male,North West,black,2,1.75754905575E9,4,1.75754905575E9,4
Supersport Live Events,42,male,Western Cape,black,2,1.7575488815E9,4,1.7575488815E9,4
Supersport Live Events,25,male,Kwazulu Natal,indian_asian,2,1.757549701E9,4,1.757549701E9,4
ICC Cricket World Cup 2011,35,male,Western Cape,None,2,1.757548863E9,2,1.757548863E9,2
Supersport Live Events,39,male,Eastern Cape, ,2,1.757549216E9,2,1.757549216E9,2
Boomerang,44,male,Western Cape,coloured,2,1.757549336E9,2,1.757549336E9,2
Boomerang,24,male,Limpopo,black,2,1.757548942E9,2,1.757548942E9,2
Channel O,34,male,North West,black,2,1.7575529895E9,2,1.7575529895E9,2
Boomerang,42,male,Gauteng,white,2,1.757548892E9,2,1.757548892E9,2
Channel O,43,male,Gauteng,coloured,2,1.757548896E9,2,1.757548896E9,2
CNN,29,male,Gauteng,white,2,1.7575488025E9,2,1.7575488025E9,2
Cartoon Network,23,male,Mpumalanga,black,2,1.7575488885E9,2,1.7575488885E9,2
Cartoon Network,39,male,Northern Cape,black,2,1.757548833E9,2,1.757548833E9,2
Trace TV,36,male,Kwazulu Natal,indian_asian,2,1.757549561E9,3,1.757549561E9,3
ICC Cricket World Cup 2011,29,male,Mpumalanga,indian_asian,2,1.757551485E9,4,1.757551485E9,4
Africa Magic,34,male,Mpumalanga,black,2,1.7575488235E9,2,1.7575488235E9,2
Supersport Live Events,34,male,Northern Cape,indian_asian,2,1.757549079E9,2,1.757549079E9,2
Cartoon Network,37,male,Gauteng,None,2,1.7575488335E9,2,1.7575488335E9,2
Africa Magic,32,male,Free State,black,2,1.7575488095E9,2,1.7575488095E9,2
Supersport Live Events,24,male,Western Cape,black,2,1.757549018E9,3,1.757549018E9,3
Trace TV,59,male,Western Cape,coloured,2,1.757549514E9,4,1.757549514E9,4
Africa Magic,52,male,Gauteng,black,2,1.757548809E9,3,1.757548809E9,3
Channel O,39,male,Northern Cape,coloured,2,1.757549143E9,3,1.757549143E9,3
Supersport Live Events,40,male,Mpumalanga,indian_asian,2,1.757552115E9,2,1.757552115E9,2
Africa Magic,27,male,Western Cape,black,2,1.7575488123333333E9,3,1.7575488123333333E9,3
Trace TV,28,male,Kwazulu Natal,indian_asian,2,1.757551347E9,3,1.757551347E9,3
SuperSport Blitz,33,male,Mpumalanga,indian_asian,2,1.757549006E9,2,1.757549006E9,2
ICC Cricket World Cup 2011,42,male,Kwazulu Natal,coloured,2,1.757552881E9,2,1.757552881E9,2
Trace TV,33,male,Kwazulu Natal,indian_asian,2,1.7575496535E9,2,1.7575496535E9,2
ICC Cricket World Cup 2011,24,male,Mpumalanga,black,2,1.7575489505E9,4,1.7575489505E9,4
SuperSport Blitz,34,male,Western Cape,black,2,1.757549077E9,2,1.757549077E9,2
Boomerang,32,male,Limpopo,indian_asian,2,1.7575488E9,2,1.7575488E9,2
Cartoon Network,44,male,Gauteng,indian_asian,2,1.757548853E9,2,1.757548853E9,2
Channel O,24,male,Gauteng,coloured,2,1.757549121E9,2,1.757549121E9,2
Channel O,19,male,Gauteng,black,2,1.757549058E9,3,1.757549058E9,3
Cartoon Network,40,male,Kwazulu Natal,black,2,1.7575488545E9,2,1.7575488545E9,2
ICC Cricket World Cup 2011,31,male,Mpumalanga,indian_asian,2,1.757551119E9,4,1.757551119E9,4
ICC Cricket World Cup 2011,33,male,Gauteng,None,2,1.757548948E9,3,1.757548948E9,3
ICC Cricket World Cup 2011,30,male,Western Cape,white,2,1.757552587E9,2,1.757552587E9,2
ICC Cricket World Cup 2011,26,male,Gauteng,None,2,1.757549529E9,2,1.757549529E9,2
ICC Cricket World Cup 2011,26,male,Kwazulu Natal,indian_asian,2,1.7575513675E9,4,1.7575513675E9,4
Supersport Live Events,27,male,Limpopo,indian_asian,2,1.757548867E9,2,1.757548867E9,2
E! Entertainment,26,male,Gauteng,black,2,1.7575488606666667E9,3,1.7575488606666667E9,3
ICC Cricket World Cup 2011,19,male,Gauteng,indian_asian,2,1.757549756E9,2,1.757549756E9,2
ICC Cricket World Cup 2011,27,male,Gauteng,coloured,2,1.757550066E9,2,1.757550066E9,2
ICC Cricket World Cup 2011,43,male,Limpopo,indian_asian,2,1.757548804E9,2,1.757548804E9,2
Boomerang,32,male,Kwazulu Natal,black,2,1.7575488393333333E9,3,1.7575488393333333E9,3
SuperSport Blitz,33,male,Gauteng,white,2,1.757549028E9,2,1.757549028E9,2
Cartoon Network,27,male,Mpumalanga,black,2,1.757548822E9,2,1.757548822E9,2
Africa Magic,31,male,Kwazulu Natal,black,2,1.757548853E9,2,1.757548853E9,2
Supersport Live Events,39,male,Western Cape,white,2,1.75754893E9,2,1.75754893E9,2
DStv Events 1,43,male,Western Cape,coloured,2,1.7575488733333333E9,3,1.7575488733333333E9,3
SuperSport Blitz,25,male,North West,black,2,1.75754942E9,2,1.75754942E9,2
Channel O,39,male,Eastern Cape,black,2,1.757549151E9,3,1.757549151E9,3
Trace TV,39,male,Gauteng,black,2,1.7575490715E9,2,1.7575490715E9,2
Supersport Live Events,28,male,Eastern Cape,black,2,1.75754911E9,2,1.75754911E9,2
ICC Cricket World Cup 2011,28,male,Gauteng,white,2,1.757549212E9,2,1.757549212E9,2
Africa Magic,32,female,Kwazulu Natal,black,2,1.7575497696666667E9,3,1.7575497696666667E9,3
SawSee,18,male,Gauteng,white,2,1.757548824E9,2,1.757548824E9,2
Channel O,21,male,Gauteng,coloured,2,1.7575489455E9,2,1.7575489455E9,2
ICC Cricket World Cup 2011,35,male,Western Cape,white,2,1.7575491253333333E9,3,1.7575491253333333E9,3
Supersport Live Events,56,male,Gauteng,None,2,1.757548932E9,2,1.757548932E9,2
Supersport Live Events,43,male,Kwazulu Natal,black,2,1.7575511268E9,5,1.7575511268E9,5
Supersport Live Events,38,male,Gauteng,coloured,2,1.757553622E9,2,1.757553622E9,2
Trace TV,18,female,Gauteng,black,2,1.757549121E9,2,1.757549121E9,2
SawSee,41,male,Gauteng,white,2,1.757548854E9,2,1.757548854E9,2
Trace TV,22,male,Kwazulu Natal,black,2,1.757548923E9,2,1.757548923E9,2
SuperSport Blitz,34,male,Gauteng,indian_asian,2,1.7575498245E9,4,1.7575498245E9,4
Supersport Live Events,26,female,Gauteng,None,2,1.757548882E9,2,1.757548882E9,2
Trace TV,24,male,Western Cape,black,2,1.7575491882E9,5,1.7575491882E9,5
E! Entertainment,37,male,Western Cape,coloured,2,1.7575514946666667E9,3,1.7575514946666667E9,3
ICC Cricket World Cup 2011,23,male,Limpopo,indian_asian,2,1.757549273E9,4,1.757549273E9,4
CNN,40,male,Limpopo,black,2,1.757549169E9,2,1.757549169E9,2
Boomerang,25,male,Limpopo,black,2,1.757548885E9,2,1.757548885E9,2
Trace TV,25,male,Mpumalanga,black,2,1.757549904E9,2,1.757549904E9,2
Supersport Live Events,34,male,Western Cape,black,2,1.757549678E9,4,1.757549678E9,4
SuperSport Blitz,39,male,Eastern Cape,black,2,1.757548937E9,2,1.757548937E9,2
Boomerang,36,male,Eastern Cape,white,2,1.757548844E9,2,1.757548844E9,2
Supersport Live Events,20,male,North West,black,2,1.7575488786666667E9,3,1.7575488786666667E9,3
Boomerang,24,male,Gauteng,white,2,1.7575492785E9,6,1.7575492785E9,6
Vuzu,22,male,Gauteng,black,2,1.757548903E9,2,1.757548903E9,2
ICC Cricket World Cup 2011,32,male,Gauteng,white,2,1.7575494912E9,5,1.7575494912E9,5
Cartoon Network,31,male,Gauteng,black,2,1.7575501413333333E9,3,1.7575501413333333E9,3
Channel O,31,male,Kwazulu Natal,black,2,1.757549811E9,3,1.757549811E9,3
SuperSport Blitz,37,male,Western Cape,coloured,2,1.7575496356E9,5,1.7575496356E9,5
Supersport Live Events,32,male,Kwazulu Natal,black,2,1.7575522312E9,5,1.7575522312E9,5
Supersport Live Events,56,male,Gauteng,black,2,1.757548883E9,4,1.757548883E9,4
ICC Cricket World Cup 2011,31,male,Gauteng,white,2,1.75754901E9,2,1.75754901E9,2
Supersport Live Events,26,male,Mpumalanga,black,2,1.757549087E9,2,1.757549087E9,2
SuperSport Blitz,43,male,Western Cape,coloured,2,1.757548849E9,2,1.757548849E9,2
Cartoon Network,36,male,Gauteng,indian_asian,2,1.7575490255E9,2,1.7575490255E9,2
ICC Cricket World Cup 2011,39,male,Gauteng,None,2,1.757548953E9,2,1.757548953E9,2
SuperSport Blitz,33,male,Mpumalanga,black,2,1.7575489513333333E9,3,1.7575489513333333E9,3
SuperSport Blitz,46,male,Gauteng,white,2,1.757548848E9,2,1.757548848E9,2
Cartoon Network,29,male,Western Cape,None,2,1.7575488495E9,2,1.7575488495E9,2
SawSee,38,male,Gauteng,indian_asian,2,1.7575489545E9,2,1.7575489545E9,2
Channel O,24,male,Western Cape,coloured,2,1.7575497465E9,4,1.7575497465E9,4
SuperSport Blitz,29,male,Limpopo,indian_asian,2,1.7575488566666667E9,3,1.7575488566666667E9,3
CNN,28,male,Gauteng,black,2,1.757548916E9,2,1.757548916E9,2
ICC Cricket World Cup 2011,42,male,Gauteng,indian_asian,2,1.7575489973333333E9,3,1.7575489973333333E9,3
Channel O,16,male,Gauteng,black,2,1.7575495665E9,2,1.7575495665E9,2
ICC Cricket World Cup 2011,24,male,North West,white,2,1.757549052E9,2,1.757549052E9,2
Boomerang,21,male,Mpumalanga,white,2,1.7575488523333333E9,3,1.7575488523333333E9,3
ICC Cricket World Cup 2011,23,male,Gauteng,indian_asian,2,1.75754898E9,2,1.75754898E9,2
Cartoon Network,28,male,Limpopo,white,2,1.7575488015E9,2,1.7575488015E9,2
Supersport Live Events,29,female,Gauteng,black,2,1.757548805E9,2,1.757548805E9,2
Boomerang,43,male,Gauteng,None,2,1.757548855E9,3,1.757548855E9,3
CNN,36,male,Gauteng,white,2,1.7575503775E9,2,1.7575503775E9,2
Trace TV,24,male,Mpumalanga,white,2,1.757549217E9,2,1.757549217E9,2
CNN,29,male,Gauteng,black,2,1.7575489035E9,4,1.7575489035E9,4
ICC Cricket World Cup 2011,50,male,Western Cape,None,2,1.757549038E9,3,1.757549038E9,3
Trace TV,14,male,Gauteng,coloured,2,1.757549108E9,3,1.757549108E9,3
Cartoon Network,22,male,Kwazulu Natal,indian_asian,2,1.7575490303333333E9,3,1.7575490303333333E9,3
SuperSport Blitz,29,male,Gauteng,indian_asian,2,1.757548858E9,2,1.757548858E9,2
E! Entertainment,29,male,Limpopo,indian_asian,2,1.757549248E9,3,1.757549248E9,3
Channel O,23,male,Western Cape,coloured,2,1.757548899E9,2,1.757548899E9,2
Channel O,38,male,Western Cape,coloured,2,1.757548986E9,2,1.757548986E9,2
Cartoon Network,24,male,Gauteng,None,2,1.75754888025E9,4,1.75754888025E9,4
Cartoon Network,21,male,Gauteng,white,2,1.7575490986666667E9,3,1.7575490986666667E9,3
Supersport Live Events,27,female,Western Cape,white,2,1.7575490593333333E9,6,1.7575490593333333E9,6
Cartoon Network,26,male,Kwazulu Natal,indian_asian,2,1.757548849E9,2,1.757548849E9,2
ICC Cricket World Cup 2011,40,male,Gauteng,indian_asian,2,1.757549024E9,4,1.757549024E9,4
Africa Magic,21,male,Gauteng,black,2,1.757548976E9,2,1.757548976E9,2
ICC Cricket World Cup 2011,30,female,Gauteng,indian_asian,2,1.757550562E9,2,1.757550562E9,2
Africa Magic,29,male,Gauteng,white,2,1.7575489085E9,2,1.7575489085E9,2
SuperSport Blitz,24,male,Gauteng,indian_asian,2,1.75754913125E9,4,1.75754913125E9,4
SuperSport Blitz,27,male,North West,black,2,1.757549576E9,2,1.757549576E9,2
Cartoon Network,26,male,Gauteng,black,2,1.7575488045E9,2,1.7575488045E9,2
Supersport Live Events,38,male,Mpumalanga,black,2,1.757549069E9,2,1.757549069E9,2
Boomerang,34,male,North West,black,2,1.7575489195E9,2,1.7575489195E9,2
Africa Magic,46,male,Kwazulu Natal,black,2,1.75754882E9,4,1.75754882E9,4
Cartoon Network,18,male,Gauteng,white,2,1.757548834E9,2,1.757548834E9,2
SuperSport Blitz,26,male,Limpopo,indian_asian,2,1.757549116E9,2,1.757549116E9,2
Channel O,18,male,Free State,black,2,1.7575489535E9,6,1.7575489535E9,6
SuperSport Blitz,41,male,Western Cape,coloured,2,1.757549295E9,2,1.757549295E9,2
Channel O,44,male,Western Cape,None,2,1.757548947E9,2,1.757548947E9,2
Supersport Live Events,47,male,Kwazulu Natal,black,2,1.7575488485E9,4,1.7575488485E9,4
Africa Magic,38,male,Mpumalanga,black,2,1.757549432E9,2,1.757549432E9,2
Trace TV,58,male,Western Cape,coloured,2,1.7575501815E9,2,1.7575501815E9,2
Trace TV,29,male,Western Cape,coloured,2,1.7575497795E9,2,1.7575497795E9,2
